address,role,eligible_if,weight,confirmation_weight,actual_rewarded_ngonka,actual_rewarded_gonka,cap_weight_before,cap_weight_after,cap_loss_ngonka,cap_loss_gonka,delegation_in_weight,delegation_in_ngonka,delegation_in_gonka,recommended_lost_ngonka,recommended_lost_gonka
gonka1gvrrhjmy4w4mayvs2s5l23edj8ertcmtd2v4zr,indirect_delegatee_and_power_cap,GRC accepts indirect loss,107037,84847,50502651190766,50502.651191,84847,74370,6848337818406,6848.337818,2109,1378557264390,1378.557264,8226895082796,8226.895083
